CATEGORY_NAME;LEVEL_NO;LEVEL_DESCR;RPN_CODE;PART_NUMBER;MARKETING_STATUS;PUBLISHED;GENERAL_DESCRIPTION
Vehicle-to-Everything (V2X);3;Scope;264681;STSW-BNRG-Mesh;Active;Y;Mesh over Bluetooth Low Energy
Vehicle-to-Everything (V2X);3;Scope;264751;STSW-BNRG-S2LP;Active;Y;STSW-BNRG-S2LP evaluation software package based on BlueNRG-1 and S2-LP
Vehicle-to-Everything (V2X);3;Scope;260405;STSW-BNRG001;Active;Y;BlueNRG current consumption estimation tool
Vehicle-to-Everything (V2X);3;Scope;264336;STSW-BNRG1STLINK;Active;Y;BlueNRG-1 ST-LINK utility for BlueNRG-1, BlueNRG-2 MCU
Vehicle-to-Everything (V2X);3;Scope;270877;STSW-BNRGLP-Mesh;Active;Y;Mesh over Bluetooth low energy
Vehicle-to-Everything (V2X);3;Scope;263294;STSW-BNRGUI;Active;Y;BLUENRG family GUI 
Vehicle-to-Everything (V2X);3;Scope;265361;STSW-BNRG_V1-DK;NRND;Y;BlueNRG-1 DK SW package for BLE stack family v1.x
Vehicle-to-Everything (V2X);3;Scope;262998;STSW-SPC5EV-ADIS;Active;Y;SPC5-EV-ADIS Graphical User Interface for M0-7 High Side Drivers
Vehicle-to-Everything (V2X);3;Scope;260854;TESEO-DRAW;Active;Y;Dead Reckoning Automotive Way - Sensor fusion firmware for Teseo Family (STA80)
Vehicle-to-Everything (V2X);3;Scope;264572;TESEO-SUITE;Active;Y;PC software tool to manage,  configure and evaluate the performances of Teseo GNSS family
Wearables;3;Scope;268743;STEVAL-LLL011V1;Active;Y;Evaluation board for the 12-Channel LED1202 low quiescent current LED driver
Wearables;3;Scope;93353;USBLC6-2;Active;Y;ESD Protection for USB 2.0 High Speed
24 GHz Radar;4;Cust-Application;264104;A6984;Active;Y;36 V 400 mA synchronous step-down switching regulator
24 GHz Radar;4;Cust-Application;262158;A6985F;Active;Y;"Automotive 38 V, 500 mA synchronous step-down switching regulator with 30 &#181;A quiescent current"
24 GHz Radar;4;Cust-Application;260453;A6986;Active;Y;"38 V, 2 A synchronous step-down switching regulator with 30 &#181;A quiescent current"
24 GHz Radar;4;Cust-Application;262161;A6986F;Active;Y;"Automotive 38 V, 1.5 A synchronous step-down switching regulator with 30 &#181;A quiescent current"
24 GHz Radar;4;Cust-Application;264943;A6986H;Active;Y;"Automotive 38 V, 2 A synchronous step-down switching regulator with 30 &#181;A quiescent current"
24 GHz Radar;4;Cust-Application;252448;A7985A;Active;Y;2 A step-down switching regulator for automotive applications
24 GHz Radar;4;Cust-Application;252447;A7986A;Active;Y;3 A step-down switching regulator for automotive applications
24 GHz Radar;4;Cust-Application;268003;A7987;Active;Y;61 V 3A asynchronous step-down switching regulator with adjustable current limitation for automotive 
24 GHz Radar;4;Cust-Application;263896;EMIF02-02OABRY;Active;Y;Automotive low-pass filter and ESD protection for BroadR-Reach? in QFN
24 GHz Radar;4;Cust-Application;260727;ESDCAN01-2BLY;Active;Y;Automotive dual-line TVS in SOT23-3L for  CAN bus (12 V system)
24 GHz Radar;4;Cust-Application;261834;ESDCAN03-2BWY;Active;Y;Automotive dual-line TVS in SOT323-3L for CAN bus (12 V system)
24 GHz Radar;4;Cust-Application;264446;ESDCAN05-2BWY;Active;Y;Automotive dual-line TVS in SOT323-3L for CAN bus (24 V system)
24 GHz Radar;4;Cust-Application;262748;L5965;Active;Y;Multiple power management for automotive vision and radar systems
24 GHz Radar;4;Cust-Application;63397;L9616;Active;Y;Automotive High Speed Can Bus Transceiver
24 GHz Radar;4;Cust-Application;251007;SM15TY;Active;Y;Automotive 1500 W TVS in SMC
24 GHz Radar;4;Cust-Application;252255;SM30TY;Active;Y;Automotive 3000 W TVS in SMC
24 GHz Radar;4;Cust-Application;251006;SM4TY;Active;Y;Automotive 400 W TVS in SMA
24 GHz Radar;4;Cust-Application;264852;SPC58NE80E7;Active;Y;32-bit Power Architecture MCU for High Performance Applications
24 GHz Radar;4;Cust-Application;260828;SPC58NE84C3;Active;Y;32-bit Power Architecture MCU for High Performance Applications
24 GHz Radar;4;Cust-Application;260827;SPC58NE84E7;Active;Y;32-bit Power Architecture MCU for High Performance Applications
24 GHz Radar;4;Cust-Application;263378;STRADA431;Active;Y;24-GHz Transceiver MMIC for Automotive Radar Sensor
24V Engine Management;4;Cust-Application;263700;SEL-SPC5;Active;Y;Smart Selector for Micro 32bit Power Architecture products
3-phase 6-STEP Control;4;Cust-Application;254135;L99ASC03;NRND;Y;Brushless/Sensorless 3-phase motor pre-driver for automotive applications
3-phase 6-STEP Control;4;Cust-Application;263963;STEVAL-ESC001V1;Active;Y;Electronic speed controller reference design for drones
3-phase 6-STEP Control;4;Cust-Application;267194;STEVAL-ESC002V1;Active;Y;Electronic Speed Controller reference design based on STSPIN32F0A
3-phase 6-STEP Control;4;Cust-Application;259578;STEVAL-IHM034V2;Active;Y;Dual motor control and PFC demonstration board featuring the STM32F103 and STGIPS20C60
3-phase 6-STEP Control;4;Cust-Application;255633;STEVAL-IHM038V1;Active;Y;BLDC ceiling fan controller based on STM32 and SLLIMM-nano
3-phase 6-STEP Control;4;Cust-Application;255604;STEVAL-IHM040V1;NRND;Y;"BLDC/PMSM driver demonstration board based on STM32 and the SLLIMM nano&#8482;"
3-phase 6-STEP Control;4;Cust-Application;255515;STEVAL-IHM042V1;Active;Y;Compact, low-voltage dual motor control evaluation board based on the STM32F303CC and L6230
3-phase 6-STEP Control;4;Cust-Application;255605;STEVAL-IHM043V1;Active;Y;6-Step BLDC sensorless driver board based on the STM32F051 and L6234
3-phase 6-STEP Control;4;Cust-Application;270181;STEVAL-PTOOL1V1;Active;Y;Compact reference design for low voltage brushless power tools based on STSPIN32F0B
3-phase 6-STEP Control;4;Cust-Application;270183;STEVAL-PTOOL2V1;Active;Y;Compact reference design for battery-operated brushless power tools based on STSPIN32F0252
3-phase 6-STEP Control;4;Cust-Application;264328;STEVAL-SPIN3201;Active;Y;STSPIN32F0 Advanced BLDC controller with embedded STM32 MCU evaluation board
3-phase 6-STEP Control;4;Cust-Application;265020;STEVAL-SPIN3202;Active;Y;STSPIN32F0A advanced 3-phase BLDC driver with embedded STM32 MCU single shunt evaluation board
3-phase 6-STEP Control;4;Cust-Application;268101;STEVAL-SPIN3204;Active;Y;Six-step brushless motor driver evaluation board for applications based on the STSPIN32F0B BLDC controller
3-phase Field Oriented Control (FOC);4;Cust-Application;268049;EVALSTDRIVE601;Active;Y;Demonstration board for STDRIVE601 triple gate driver
3-phase Field Oriented Control (FOC);4;Cust-Application;250344;L6230;Active;Y;DMOS driver for three-phase brushless DC motor
3-phase Field Oriented Control (FOC);4;Cust-Application;254135;L99ASC03;NRND;Y;Brushless/Sensorless 3-phase motor pre-driver for automotive applications
3-phase Field Oriented Control (FOC);4;Cust-Application;262597;P-NUCLEO-IHM001;NRND;Y;Motor Control Nucleo Pack with NUCLEO-F302R8 and X-NUCLEO-IHM07M1
3-phase Field Oriented Control (FOC);4;Cust-Application;263550;P-NUCLEO-IHM002;Active;Y;Motor Control Nucleo Pack with NUCLEO-F302R8, X-NUCLEO-IHM07M1 and power supply
3-phase Field Oriented Control (FOC);4;Cust-Application;271473;SL-PTOOL2V1;Active;Y;Compact reference design for battery-operated brushless power tools (36V-72V)
3-phase Field Oriented Control (FOC);4;Cust-Application;266561;STEVAL-CTM009V1;Active;Y;5 kW low voltage high current inverter for industrial motor control applications
3-phase Field Oriented Control (FOC);4;Cust-Application;268043;STEVAL-CTM010V1;Active;Y;"1.5 kW dual motor drive with digital PFC based on SLLIMM&#8482; IPMs and STM32F3"
3-phase Field Oriented Control (FOC);4;Cust-Application;263963;STEVAL-ESC001V1;Active;Y;Electronic speed controller reference design for drones
3-phase Field Oriented Control (FOC);4;Cust-Application;247220;STEVAL-IHM021V2;Active;Y;"100 W, 3-phase inverter based on L6390 and UltraFASTmesh&#8482; MOSFET for speed FOC of 3-phase PMSM motor drive"
3-phase Field Oriented Control (FOC);4;Cust-Application;260531;STEVAL-IHM023V3;Active;Y;1 kW 3-phase motor control evaluation board featuring L6390 drivers and STGP10H60DF IGBT
3-phase Field Oriented Control (FOC);4;Cust-Application;260361;STEVAL-IHM028V2;Active;Y;2 kW 3-phase motor control evaluation board featuring the STGIPS20C60 IGBT intelligent power module
3-phase Field Oriented Control (FOC);4;Cust-Application;251954;STEVAL-IHM032V1;Active;Y;150 W inverter featuring the L639x and STGD3HF60HD for 1-shunt based sinusoidal vector control and trapezoidal scalar control
3-phase Field Oriented Control (FOC);4;Cust-Application;251932;STEVAL-IHM033V1;NRND;Y;Control stage based on the STM32F100CB microcontroller for motor control with serial communication user interface
3-phase Field Oriented Control (FOC);4;Cust-Application;259578;STEVAL-IHM034V2;Active;Y;Dual motor control and PFC demonstration board featuring the STM32F103 and STGIPS20C60
3-phase Field Oriented Control (FOC);4;Cust-Application;259142;STEVAL-IHM035V2;Active;Y;"3-phase high voltage inverter power board for FOC and scalar motor control based on the STGIPN3H60 (SLLIMM&#8482;-nano)"
3-phase Field Oriented Control (FOC);4;Cust-Application;252858;STEVAL-IHM036V1;Active;Y;"Low power motor control board featuring the SLLIMM&#8482; STGIPN3H60 and MCU STM32F100C6T6B"
3-phase Field Oriented Control (FOC);4;Cust-Application;255633;STEVAL-IHM038V1;Active;Y;BLDC ceiling fan controller based on STM32 and SLLIMM-nano
3-phase Field Oriented Control (FOC);4;Cust-Application;253396;STEVAL-IHM039V1;Active;Y;Dual motor drive control stage based on the STM32F415ZG microcontroller
3-phase Field Oriented Control (FOC);4;Cust-Application;255604;STEVAL-IHM040V1;NRND;Y;"BLDC/PMSM driver demonstration board based on STM32 and the SLLIMM nano&#8482;"
3-phase Field Oriented Control (FOC);4;Cust-Application;255515;STEVAL-IHM042V1;Active;Y;Compact, low-voltage dual motor control evaluation board based on the STM32F303CC and L6230
3-phase Field Oriented Control (FOC);4;Cust-Application;259564;STEVAL-IHM045V1;Active;Y;"3-phase high voltage inverter power board for FOC based on the STGIPN3H60A (SLLIMM&#8482;-nano)"
3-phase Field Oriented Control (FOC);4;Cust-Application;262593;STEVAL-IPM07F;Active;Y;"700 W motor control power board based on STGIF7CH60TS-L SLLIMM&#8482; 2nd series IPM"
3-phase Field Oriented Control (FOC);4;Cust-Application;263775;STEVAL-IPM08B;Active;Y;"800 W motor control power board based on STGIB8CH60TS-L SLLIMM&#8482; 2nd series IPM"
3-phase Field Oriented Control (FOC);4;Cust-Application;262539;STEVAL-IPM10F;Active;Y;"1000 W motor control power board based on STGIF10CH60TS-L SLLIMM&#8482; 2nd series IPM"
3-phase Field Oriented Control (FOC);4;Cust-Application;263262;STEVAL-IPMNG3Q;Active;Y;"300 W motor control power board based on STGIPQ3H60T-H SLLIMM&#8482;-nano IPM"
3-phase Field Oriented Control (FOC);4;Cust-Application;265175;STEVAL-IPMNG8Q;Active;Y;"600 W motor control power board based on STGIPQ8C60T-HZ SLLIMM&#8482;-nano IPM"
3-phase Field Oriented Control (FOC);4;Cust-Application;265176;STEVAL-IPMNM1N;Active;Y;"60 W motor control power board based on STIPN1M50T-H SLLIMM&#8482;nano IPM MOSFET"
3-phase Field Oriented Control (FOC);4;Cust-Application;265544;STEVAL-IPMNM1S;Active;Y;"60 W motor control power board based on STIPNS1M50T-H SLLIMM&#8482;-nano SMD IPM MOSFET"
3-phase Field Oriented Control (FOC);4;Cust-Application;265177;STEVAL-IPMNM2N;Active;Y;"100 W motor control power board based on STIPN2M50T-H SLLIMM&#8482;nano IPM MOSFET"
3-phase Field Oriented Control (FOC);4;Cust-Application;265543;STEVAL-IPMNM2S;Active;Y;"100 W motor control power board based on STIPNS2M50T-H SLLIMM&#8482;-nano (SMD) IPM"
3-phase Field Oriented Control (FOC);4;Cust-Application;270943;STEVAL-MIC007V1;Active;Y;Microphone coupon board based on the IMP23ABSU analog MEMS microphone
3-phase Field Oriented Control (FOC);4;Cust-Application;270181;STEVAL-PTOOL1V1;Active;Y;Compact reference design for low voltage brushless power tools based on STSPIN32F0B
3-phase Field Oriented Control (FOC);4;Cust-Application;270183;STEVAL-PTOOL2V1;Active;Y;Compact reference design for battery-operated brushless power tools based on STSPIN32F0252
3-phase Field Oriented Control (FOC);4;Cust-Application;264328;STEVAL-SPIN3201;Active;Y;STSPIN32F0 Advanced BLDC controller with embedded STM32 MCU evaluation board
3-phase Field Oriented Control (FOC);4;Cust-Application;265020;STEVAL-SPIN3202;Active;Y;STSPIN32F0A advanced 3-phase BLDC driver with embedded STM32 MCU single shunt evaluation board
3-phase Field Oriented Control (FOC);4;Cust-Application;264140;STSPIN32F0;Active;Y;Advanced BLDC controller with embedded STM32 MCU
3-phase Field Oriented Control (FOC);4;Cust-Application;265076;STSPIN32F0A;Active;Y;Advanced BLDC controller with embedded STM32 MCU
3-phase Field Oriented Control (FOC);4;Cust-Application;265479;STSW-POWERSTUDIO;Active;Y;ST PowerStudio dynamic electrothermal simulation software for power devices
3-phase Field Oriented Control (FOC);4;Cust-Application;257936;STSW-STM32100;NRND;Y;STM32 PMSM FOC Software Development Kit - MC library (UM1052)
3-phase Field Oriented Control (FOC);4;Cust-Application;266741;X-CUBE-MCSDK;Active;Y;STM32 Motor Control Software Development Kit (MCSDK)
3-phase Field Oriented Control (FOC);4;Cust-Application;263964;X-CUBE-SPN11;Active;Y;Low voltage three-phase brushless DC motor driver software expansion for STM32Cube
3-phase Field Oriented Control (FOC);4;Cust-Application;266606;X-CUBE-SPN16;Active;Y;Three-phase motor driver software expansion for STM32Cube
3-phase Field Oriented Control (FOC);4;Cust-Application;266608;X-CUBE-SPN17;Active;Y;Low voltage three-phase brushless DC motor driver software expansion for STM32Cube
3-phase Field Oriented Control (FOC);4;Cust-Application;262647;X-CUBE-SPN7;Active;Y;Three-phase brushless DC motor driver software expansion for STM32Cube
3-phase Field Oriented Control (FOC);4;Cust-Application;262913;X-CUBE-SPN8;Active;Y;Low-Voltage BLDC motor driver software expansion for STM32Cube
3-phase Field Oriented Control (FOC);4;Cust-Application;261977;X-NUCLEO-IHM07M1;Active;Y;Three-phase brushless DC motor driver expansion board based on L6230 for STM32 Nucleo
3-phase Field Oriented Control (FOC);4;Cust-Application;261979;X-NUCLEO-IHM08M1;Active;Y;Low-Voltage BLDC motor driver expansion board based on STL220N6F7 for STM32 Nucleo
3-phase Field Oriented Control (FOC);4;Cust-Application;263194;X-NUCLEO-IHM11M1;Active;Y;Low voltage three-phase brushless DC motor driver expansion board based on STSPIN230 for STM32 Nucleo
3-phase Field Oriented Control (FOC);4;Cust-Application;265219;X-NUCLEO-IHM16M1;Active;Y;Three-phase brushless DC motor driver expansion board based on STSPIN830 for STM32 Nucleo
3-phase Field Oriented Control (FOC);4;Cust-Application;265461;X-NUCLEO-IHM17M1;Active;Y;Low voltage three-phase brushless DC motor driver expansion board based on STSPIN233 for STM32 Nucleo
3-phase Induction Motor (ACIM);4;Cust-Application;253753;EVAL6393FB;Active;Y;Low voltage full bridge reference design board featuring L6393 advanced high-voltage gate driver 
3-phase Induction Motor (ACIM);4;Cust-Application;262156;EVAL6491HB;Active;Y;Demonstration board for L6491 gate driver with smart shut down feature
3-phase Induction Motor (ACIM);4;Cust-Application;265421;EVAL6494L;Active;Y;Demonstration board for L6494L gate driver
3-phase Induction Motor (ACIM);4;Cust-Application;265420;EVAL6498L;Active;Y;Evaluation board for the L6498L gate driver
3-phase Induction Motor (ACIM);4;Cust-Application;264922;EVALSTDRV600HB8;Active;Y;Demonstration board kit for L638xE and L639x high-voltage gate drivers
3-phase Induction Motor (ACIM);4;Cust-Application;264329;EVALSTGAP1AS;Active;Y;STGAP1AS evaluation board
3-phase Induction Motor (ACIM);4;Cust-Application;269934;SL-MCIMC00302V1;Active;Y;100W High Voltage Motor Control Solution for 3-phase Inverters
3-phase Induction Motor (ACIM);4;Cust-Application;260531;STEVAL-IHM023V3;Active;Y;1 kW 3-phase motor control evaluation board featuring L6390 drivers and STGP10H60DF IGBT
3-phase Induction Motor (ACIM);4;Cust-Application;260361;STEVAL-IHM028V2;Active;Y;2 kW 3-phase motor control evaluation board featuring the STGIPS20C60 IGBT intelligent power module
3-phase Induction Motor (ACIM);4;Cust-Application;259578;STEVAL-IHM034V2;Active;Y;Dual motor control and PFC demonstration board featuring the STM32F103 and STGIPS20C60
3-phase Induction Motor (ACIM);4;Cust-Application;253396;STEVAL-IHM039V1;Active;Y;Dual motor drive control stage based on the STM32F415ZG microcontroller
3-phase Induction Motor (ACIM);4;Cust-Application;262538;STEVAL-IPM05F;Active;Y;"500 W motor control power board based on STGIF5CH60TS-L SLLIMM&#8482; 2nd series IPM"
3-phase Induction Motor (ACIM);4;Cust-Application;262593;STEVAL-IPM07F;Active;Y;"700 W motor control power board based on STGIF7CH60TS-L SLLIMM&#8482; 2nd series IPM"
3-phase Induction Motor (ACIM);4;Cust-Application;263775;STEVAL-IPM08B;Active;Y;"800 W motor control power board based on STGIB8CH60TS-L SLLIMM&#8482; 2nd series IPM"
3-phase Induction Motor (ACIM);4;Cust-Application;262540;STEVAL-IPM10B;Active;Y;"1200 W motor control power board based on STGIB10CH60TS-L SLLIMM&#8482; 2nd series IPM"
3-phase Induction Motor (ACIM);4;Cust-Application;262539;STEVAL-IPM10F;Active;Y;"1000 W motor control power board based on STGIF10CH60TS-L SLLIMM&#8482; 2nd series IPM"
3-phase Induction Motor (ACIM);4;Cust-Application;262592;STEVAL-IPM15B;Active;Y;"1500 W motor control power board based on STGIB15CH60TS-L SLLIMM&#8482; 2nd series IPM"
